Country_Code,Year,n_films,worldwide_usd_sum,domestic_usd_sum,domestic_share,Country_Name.x,Indicator.Name,Indicator.Code,gdp_usd,Country_Name.y,Population,Male.Population,Female.Population,Annual.Growth.Rate,Rate.of.Natural.Increase,Population.Density,Natural.Increase,Total.Fertility.Rate,Crude.Birth.Rate,Life.Expectancy.at.Birth..Both.Sexes,Infant.Mortality.Rate..Both.Sexes,Crude.Death.Rate,Net.Migration.Rate,gdp_per_capita,box_per_capita,box_gdp_ratio,log_gdp,log_pop,log_box_sum,log_gdp_pc,box_class
DEU,2007,18,1646869122,702653376,0.42666011926113456,Germany,GDP (current US$),NY.GDP.MKTP.CD,3484060000000,Germany,82236860,40281098,41955762,-0.12000000000000001,-0.17,235.9,-142293,1.37,8.3,79.8,3.9,10.1,0.5,42366.1603811235,20.0259241658789,4.726867855318221e-4,12.542085625510293,7.915066519565753,9.216659086812932,4.62701910594454,High
DEU,2008,23,3089762166,1152200127,0.372909002407663,Germany,GDP (current US$),NY.GDP.MKTP.CD,3808790000000,Germany,82065369,40221025,41844344,-0.3,-0.23,235.4,-188859,1.3800000000000001,8.3,79.6,3.6,10.6,-0.7,46411.6599536645,37.65001246750015,8.112188296020521e-4,12.580787028225297,7.914159926605995,9.489925050955879,4.6666271016193015,High
DEU,2009,15,1067820403,345415660,0.3234772992064659,Germany,GDP (current US$),NY.GDP.MKTP.CD,3479800000000,Germany,81854784,40151435,41703349,-0.22,-0.23,234.8,-189352,1.36,8.1,80.1,3.5,10.4,0.2,42511.87077837747,13.045302312446394,3.068625791712167e-4,12.541554283776344,7.913044066815592,9.028498214729101,4.628510216960752,High
DEU,2010,4,432079544,75670115,0.17513005660828043,Germany,GDP (current US$),NY.GDP.MKTP.CD,3468150000000,Germany,81751319,40135036,41616283,-0.04,-0.22,234.5,-181963,1.4,8.3,80.2,3.5,10.5,1.9,42423.16873199318,5.285291409182034,1.2458502198578494e-4,12.540097872761352,7.9124947684246845,8.63556370593582,4.627603104336668,Low
DEU,2011,8,544810170,156721149,0.28766193736801937,Germany,GDP (current US$),NY.GDP.MKTP.CD,3824830000000,Germany,81759269,40168271,41590998,0.06,-0.24000000000000002,234.5,-194114,1.37,8.1,80.6,3.4,10.5,2.9,46781.607110503886,6.663589054349299,1.4244036205530704e-4,12.582612137083718,7.912536999832155,8.736245205978253,4.670075137251562,High
DEU,2012,6,470875583,77710705,0.1650344757842328,Germany,GDP (current US$),NY.GDP.MKTP.CD,3597900000000,Germany,81862920,40249250,41613670,0.2,-0.23,234.8,-191136,1.4,8.2,80.8,3.4,10.6,4.3,43950.3013085778,5.752000820395852,1.308751168737319e-4,12.556049088400382,7.913087231602557,8.672906170919902,4.642961856797825,High
DEU,2013,8,616911089,108392034,0.1757012249134656,Germany,GDP (current US$),NY.GDP.MKTP.CD,3808090000000,Germany,82056877,40375004,41681873,0.28,-0.25,235.3,-206511,1.41,8.3,80.7,3.4,10.8,5.3,46407.93239060268,7.51809125029216,1.6200013366280734e-4,12.580707203904003,7.914114984145927,8.790222576773768,4.666592219758076,High
DEU,2014,9,689503554,177810978,0.25788261274139856,Germany,GDP (current US$),NY.GDP.MKTP.CD,3965800000000,Germany,82375634,40561875,41813759,0.5,-0.18,236.3,-150035,1.47,8.7,81.3,3.2,10.5,6.8,48142.87681233507,8.370236689164662,1.7386241212365727e-4,12.598330808435461,7.915798770140967,8.838536509059528,4.682532038294494,High
DEU,2015,8,1303673310,453646381,0.34797550699262225,Germany,GDP (current US$),NY.GDP.MKTP.CD,3423570000000,Germany,83106944,40954350,42152594,1.27,-0.22,238.4,-180661,1.5,8.9,81,3.3,11.1,14.8,41194.75263101962,15.686695325964578,3.80793531313804e-4,12.5344792120932,7.9196373127719415,9.115168774340873,4.614841899321257,High
DEU,2016,5,448858924,83413183,0.1858338523308495,Germany,GDP (current US$),NY.GDP.MKTP.CD,3537780000000,Germany,83823029,41338867,42484162,0.45,-0.14,240.4,-115903,1.59,9.5,81.4,3.2,10.8,5.9,42205.34669535743,5.354840183596801,1.2687587243977863e-4,12.548730822424263,7.923363350296651,8.652109864041975,4.6253674721276115,Low
DEU,2017,7,699701854,103003559,0.14721064180573115,Germany,GDP (current US$),NY.GDP.MKTP.CD,3763090000000,Germany,84123624,41516317,42607307,0.26,-0.16,241.3,-135407,1.57,9.3,81.5,3.2,10.9,4.2,44732.85649225002,8.31754292943918,1.8593811309322925e-4,12.575544605254747,7.924917973587523,8.844913024663752,4.650626631667223,High
DEU,2018,4,166813768,47256040,0.28328620932535975,Germany,GDP (current US$),NY.GDP.MKTP.CD,4052010000000,Germany,84333044,41650764,42682280,0.24000000000000002,-0.19,241.9,-155635,1.58,9.3,81.5,3.2,11.2,4.2,48047.714250656005,1.9780356558693648,4.116815308945437e-5,12.607670508489688,7.925997776463045,8.222231892342883,4.681672732026644,Low
DEU,2019,2,111179419,330181,0.002969803251085527,Germany,GDP (current US$),NY.GDP.MKTP.CD,3957210000000,Germany,84486950,41751046,42735904,0.13,-0.24000000000000002,242.3,-200046,1.56,9.2,81.3,3.2,11.6,3.7,46838.12115362195,1.3159359995833677,2.809540534871791e-5,12.597389097883218,7.926789632255307,8.046024400177867,4.670599465627911,Low
DEU,2020,8,97585800,15162470,0.15537578213223646,Germany,GDP (current US$),NY.GDP.MKTP.CD,3940140000000,Germany,84498245,41765004,42733241,-0.1,-0.28,242.3,-237386,1.57,9.2,81.1,3.3,12,1.8,46629.84420564001,1.1548855245455099,2.4767089494281928e-5,12.595511653335032,7.926847688893706,7.989386626782377,4.668663964441327,Low
DEU,2021,8,246466073,24906724,0.10105538542012636,Germany,GDP (current US$),NY.GDP.MKTP.CD,4348300000000,Germany,84409193,41720898,42688295,-0.11,-0.29000000000000004,242.1,-240719,1.57,9.1,81.3,3.2,12,1.8,51514.53112458971,2.9198960947298715,5.668101855897707e-5,12.638319499501195,7.926389748186727,8.391757145426807,4.711929751314469,Low
DEU,2022,9,124763406,13176526,0.10561210552395468,Germany,GDP (current US$),NY.GDP.MKTP.CD,4163600000000,Germany,84316622,41674216,42642406,-0.11,-0.29000000000000004,241.8,-244424,1.57,9.1,81.5,3.2,12,1.8,49380.5361414977,1.4797011910652682,2.9965271880103756e-5,12.619468999864173,7.9259131989578115,8.096087222343636,4.693555800906362,Low
DEU,2023,13,1018264546,405976969,0.398694986086651,Germany,GDP (current US$),NY.GDP.MKTP.CD,4525700000000,Germany,84220184,41624885,42595299,-0.12000000000000001,-0.3,241.5,-248451,1.58,9,81.7,3.1,12,1.8,53736.52472666172,12.090504884197356,2.2499603287889165e-4,12.655685762021989,7.92541618590991,9.007860622737816,4.73026957611208,High
DEU,2024,7,128872127,9275659,0.07197568020274857,Germany,GDP (current US$),NY.GDP.MKTP.CD,4659930000000,Germany,84119100,41572702,42546398,-0.12000000000000001,-0.3,241.3,-253718,1.58,8.9,81.9,3.1,12,1.8,55396.81237673727,1.5320198028747336,2.765537829967403e-5,12.668379392904148,7.9248946174721455,8.110158996491732,4.7434847754320035,Low
DNK,2000,3,59141466,8728789,0.14759169142002668,Denmark,GDP (current US$),NY.GDP.MKTP.CD,164044000000,Denmark,5337416,2637966,2699450,0.35,0.17,125.8,9095,1.77,12.6,76.7,5.4,10.9,1.8,30734.722569872763,11.080542719548186,3.605219697154422e-4,11.214960350451756,6.727331053180894,7.77189208562499,4.487629297270861,High
DNK,2001,2,20167556,1598740,0.07927286776840982,Denmark,GDP (current US$),NY.GDP.MKTP.CD,164882000000,Denmark,5356271,2647842,2708429,0.36,0.13,126.2,7112,1.74,12.2,76.9,4.8,10.9,2.2,30782.98316123288,3.765223230863412,1.2231508594024817e-4,11.217173246746022,6.728862541982091,7.304653271538255,4.488310704763931,Low
DNK,2003,2,31368003,2687227,0.08566777426028682,Denmark,GDP (current US$),NY.GDP.MKTP.CD,218421000000,Denmark,5387248,2664509,2722739,0.25,0.13,127,7025,1.76,12,77.3,4.4,10.7,1.2,40544.077421347596,5.822639499796557,1.436125784608623e-4,11.339294391109979,6.731366968594478,7.496486870827581,4.607927422515501,High
DNK,2004,1,16951702,16703799,0.9853759227244556,Denmark,GDP (current US$),NY.GDP.MKTP.CD,251986000000,Denmark,5400727,2671674,2729053,0.25,0.16,127.3,8803,1.79,12,77.7,4.4,10.3,0.9,46657.79255274336,3.138781501083095,6.727239608549681e-5,11.401376412640095,6.732452224792747,7.229213309152646,4.668924187847348,Low
DNK,2005,2,51614690,15007991,0.29076975953938694,Denmark,GDP (current US$),NY.GDP.MKTP.CD,265150000000,Denmark,5415505,2679461,2736044,0.29000000000000004,0.17,127.6,9320,1.8,11.9,78.1,4.3,10.2,1.2,48961.2695399598,9.530909859745305,1.9466222892702243e-4,11.423491631454581,6.733638961143652,7.712773323293511,4.68985267031093,High
DNK,2006,1,22501596,0,0,Denmark,GDP (current US$),NY.GDP.MKTP.CD,283386000000,Denmark,5433195,2689075,2744120,0.36,0.18,128,9507,1.85,12,78.2,3.9,10.2,1.8,52158.2604710488,4.141503479996577,7.940263809785946e-5,11.4523783911728,6.735055292352738,7.352213322974079,4.717323098820063,Low
DNK,2007,1,21287566,0,0,Denmark,GDP (current US$),NY.GDP.MKTP.CD,320213000000,Denmark,5458200,2702898,2755302,0.56,0.16,128.6,8478,1.85,11.7,78.3,4,10.2,4,58666.41017185152,3.9001073614011945,6.647939340376562e-5,11.505438959418568,6.737049445094415,7.328126007459976,4.768389514324151,Low
DNK,2008,1,21822495,0,0,Denmark,GDP (current US$),NY.GDP.MKTP.CD,354979000000,Denmark,5491488,2721135,2770353,0.6599999999999999,0.19,129.4,10447,1.9,11.8,78.6,4.1,9.9,4.7,64641.678175387075,3.973876479380452,6.147545347752966e-5,11.550202661635707,6.739690038917914,7.3389044026587005,4.810512622717793,Low
DNK,2009,3,215843760,22923607,0.10620463153532907,Denmark,GDP (current US$),NY.GDP.MKTP.CD,322619000000,Denmark,5521707,2736928,2784779,0.44,0.14,130.1,7946,1.85,11.4,78.9,3,9.9,3,58427.40297520314,39.0900422641042,6.690361076068055e-4,11.508689940710013,6.742073357815877,8.334139497807021,4.7666165828941365,High
DNK,2012,2,46628568,1517410,0.032542496265379625,Denmark,GDP (current US$),NY.GDP.MKTP.CD,326793000000,Denmark,5592472,2773587,2818885,0.42000000000000004,0.1,131.8,5591,1.73,10.4,80,3.4,9.4,3.2,58434.44544737998,8.33773830248949,1.4268533291716774e-4,11.514272745247364,6.747603818378693,7.668652078134148,4.766668926868673,High
DNK,2014,1,468060692,257760692,0.5506992926464331,Denmark,GDP (current US$),NY.GDP.MKTP.CD,352833000000,Denmark,5647207,2804217,2842990,0.6,0.1,133.1,5530,1.6900000000000002,10.1,80.6,4.1,9.1,5,62479.2043217116,82.88357271125355,0.0013265785569943854,11.547569197343197,6.7518337072180366,8.670302170364142,4.79573549012516,High
DNK,2017,2,435831939,235031939,0.5392719485847502,Denmark,GDP (current US$),NY.GDP.MKTP.CD,331611000000,Denmark,5770783,2872324,2898459,0.5700000000000001,0.14,136,8136,1.75,10.6,81.1,3.7,9.2,4.3,57463.77917866605,75.52388280758434,0.001314286736567846,11.52062892827168,6.7612347437464635,8.639319053407242,4.759394184525217,High
DNK,2019,1,192306508,105806508,0.5501972299346208,Denmark,GDP (current US$),NY.GDP.MKTP.CD,345401000000,Denmark,5820359,2897081,2923278,0.28,0.12000000000000001,137.2,7209,1.7,10.5,81.4,2.9,9.3,1.6,59343.59031805427,33.04031727252563,5.567630319541634e-4,11.538323590596388,6.764949772778855,8.283993981797828,4.773373817817534,High
DNK,2020,1,12745392,0,0,Denmark,GDP (current US$),NY.GDP.MKTP.CD,355631000000,Denmark,5837230,2904901,2932329,0.3,0.11,137.6,6292,1.6800000000000002,10.4,81.5,3,9.4,1.9,60924.61664179756,2.183465787710952,3.583881045240713e-5,11.550999610965606,6.766206805827363,7.105353197264592,4.784792805138244,Low
DNK,2021,1,12687507,3034775,0.23919395670087118,Denmark,GDP (current US$),NY.GDP.MKTP.CD,408378000000,Denmark,5862234,2917690,2944544,0.56,0.11,138.1,6321,1.73,10.8,81.4,3.2,9.8,4.5,69662.52114808108,2.164278498606504,3.1068047250341594e-5,11.611062337881192,6.768063149974215,7.103376294867971,4.842999187906977,Low
DNK,2022,1,26214659,4608096,0.17578317536001517,Denmark,GDP (current US$),NY.GDP.MKTP.CD,401946000000,Denmark,5907258,2939150,2968108,0.97,-0.02,139.2,-1005,1.56,9.9,81.3,3,10.1,9.9,68042.73657930634,4.4377034150192864,6.521935533628896e-5,11.604167711101157,6.771385939120764,7.418544212788574,4.832781771980393,Low
DNK,2024,4,55419122,13758539,0.24826338822184876,Denmark,GDP (current US$),NY.GDP.MKTP.CD,429457000000,Denmark,6009711,2983801,3025910,0.75,-0.05,141.6,-3076,1.52,9.9,81.2,3.1,10.4,8,71460.50783473614,9.221595181532024,1.2904463543497952e-4,11.632919685984248,6.778853587789252,7.743659641013596,4.854066098194996,High
OTHER,2017,1,62187529,44307191,0.7124771109654477,Dominican Republic,GDP (current US$),NY.GDP.MKTP.CD,79070274743,Dominican Republic,10225318,5174701,5050617,0.99,1.25,211.6,127402,2.3,19,70.9,24.2,6.6,-2.6,7732.793712919246,6.081720783647022,7.864842913740525e-4,10.898013247829518,7.009676823133925,7.79370330061502,3.888336424695593,High
OTHER,2006,1,22963701,320700,0.013965518885653493,Algeria,GDP (current US$),NY.GDP.MKTP.CD,123084000000,Algeria,33420161,16898945,16521216,1.6900000000000002,1.78,14,595782,2.52,22.1,74.5,29,4.3,-1,3682.926602298535,0.6871211960947764,1.8656934288778396e-4,11.090201601563882,7.524008537754954,7.361041883479701,3.566193063808928,Low
OTHER,2004,1,12594630,6529624,0.5184450833410748,Ecuador,GDP (current US$),NY.GDP.MKTP.CD,35194947000,Ecuador,13271085,6597354,6673731,1.77,2.11,53.4,280301,3.21,26,75.9,19.6,4.9,-3.5,2652.002228905926,0.9490279054048708,3.578533588926842e-4,10.546480315536572,7.122906430795865,7.100185413492043,3.423573884740706,Low
ESP,2000,3,25160183,25160183,1,Spain,GDP (current US$),NY.GDP.MKTP.CD,598103000000,Spain,40589004,19873537,20715467,1.06,0.1,81.3,38484,1.22,9.8,79.2,4.6,8.9,9.6,14735.59193519506,0.6198768267385916,4.2066639023713305e-5,11.776775980777227,7.608408394440934,7.400713795580908,4.168367586336293,Low
ESP,2001,9,485281723,208266569,0.42916631541880673,Spain,GDP (current US$),NY.GDP.MKTP.CD,627799000000,Spain,41046894,20099213,20947681,1.1900000000000002,0.11,82.3,46249,1.23,9.9,79.5,4.1,8.8,10.8,15294.677351226625,11.822617394631614,7.729890028496381e-4,11.797820619591441,7.613280299830721,8.685993934938365,4.18454031976072,High
ESP,2002,5,536104678,184173019,0.3435392873031412,Spain,GDP (current US$),NY.GDP.MKTP.CD,708938000000,Spain,41639614,20403137,21236477,1.6800000000000002,0.12000000000000001,83.4,50228,1.24,10.1,79.6,4.2,8.9,15.6,17025.56608714,12.874871462545258,7.562081282143149e-4,11.85060825572572,7.6195066949391945,8.729249596855455,4.231101560786525,High
ESP,2003,3,47764567,400948,0.008394255934529879,Spain,GDP (current US$),NY.GDP.MKTP.CD,907963000000,Spain,42321028,20759583,21561445,1.57,0.14,84.8,57053,1.29,10.4,79.5,4,9.1,14.4,21454.181122443435,1.1286249237613037,5.2606292326889973e-5,11.958068151138669,7.626556208396341,7.679105845091026,4.331511942742328,Low
ESP,2004,4,111931055,7654030,0.06838164797070839,Spain,GDP (current US$),NY.GDP.MKTP.CD,1069830000000,Spain,43000157,21118200,21881957,1.61,0.19,86.2,82657,1.31,10.6,80.1,4,8.7,14.2,24879.676602111012,2.60303828658114,1.046250852939252e-4,12.029314772145444,7.633470041256544,8.048950597198525,4.395844730888899,Low
ESP,2005,3,359125369,116070338,0.32320283672301636,Spain,GDP (current US$),NY.GDP.MKTP.CD,1154670000000,Spain,43704367,21497137,22207230,1.6400000000000001,0.18,87.6,79016,1.33,10.7,80.1,3.8,8.9,14.6,26420.014274546065,8.2171506797021,3.110199182450397e-4,12.062457882360794,7.640524834435998,8.55524608523622,4.421933047924796,High
ESP,2006,6,389326708,60565200,0.15556394862075582,Spain,GDP (current US$),NY.GDP.MKTP.CD,1261850000000,Spain,44431750,21886434,22545316,1.6700000000000002,0.25,89,111479,1.36,10.9,80.7,3.6,8.4,14.1,28399.736674787735,8.76235367726907,3.0853644093988984e-4,12.10100773205227,7.647693418808641,8.590314197551093,4.453314313243629,High
ESP,2007,4,619023505,263271270,0.4253009261740392,Spain,GDP (current US$),NY.GDP.MKTP.CD,1476750000000,Spain,45211636,22292510,22919126,1.81,0.23,90.6,103815,1.3800000000000001,10.9,80.7,3.5,8.6,15.8,32663.051609103462,13.691685587312081,4.191796207888945e-4,12.169306979529818,7.655250222427289,8.791707139970018,4.514056757102529,High
ESP,2008,5,454892819,127174826,0.2795709685625967,Spain,GDP (current US$),NY.GDP.MKTP.CD,1636120000000,Spain,45910365,22647210,23263155,1.26,0.29000000000000004,92,133455,1.46,11.3,81,3.4,8.4,9.7,35637.26840333332,9.90828147412899,2.780314518494976e-4,12.213815153508044,7.661910745540052,8.657909081052223,4.551904407967991,High
ESP,2009,7,298469944,54219224,0.18165723246157073,Spain,GDP (current US$),NY.GDP.MKTP.CD,1496590000000,Spain,46290324,22838983,23451341,0.39,0.24000000000000002,92.8,110064,1.4,10.7,81.4,3.3,8.3,1.6,32330.514688123592,6.447782564667294,1.994333411288329e-4,12.175102839003193,7.665490220552084,8.474900604101387,4.509612618451109,High
ESP,2010,4,163545428,28815945,0.17619535655866822,Spain,GDP (current US$),NY.GDP.MKTP.CD,1427990000000,Spain,46412492,22881149,23531343,0.13,0.23,93,104477,1.4,10.5,81.8,3.2,8.2,-0.9,30767.363234880817,3.523737273146204,1.1452841266395424e-4,12.154725166151623,7.666634887376016,8.213638407695942,4.488090278775606,Low
ESP,2011,6,483620608,136744061,0.2827506908059633,Spain,GDP (current US$),NY.GDP.MKTP.CD,1487570000000,Spain,46466588,22868475,23598113,0.1,0.18,93.1,84088,1.3800000000000001,10.2,81.9,3.2,8.4,-0.8,32013.755776516235,10.407921666208846,3.2510779862460253e-4,12.172477411307106,7.667140783794233,8.684504798702369,4.5053366275128734,High
ESP,2012,6,664528701,118698237,0.17862018122224038,Spain,GDP (current US$),NY.GDP.MKTP.CD,1330990000000,Spain,46444355,22819270,23625085,-0.2,0.11,93.1,51698,1.36,9.8,81.9,3,8.7,-3.1,28657.734615972167,14.308061787056792,4.992739998046567e-4,12.124174792543696,7.666932935954383,8.822513742866029,4.457241856589312,High
ESP,2013,1,146428180,71628180,0.4891693661698179,Spain,GDP (current US$),NY.GDP.MKTP.CD,1362190000000,Spain,46290810,22707910,23582900,-0.47000000000000003,0.08,92.8,35296,1.32,9.2,82.4,2.7,8.4,-5.4,29426.791192463472,3.1632235426426973,1.0749468135869445e-4,12.134237687750465,7.665494780166103,8.165624664432666,4.468742907584363,Low
ESP,2014,3,378423137,68121043,0.1800128912308023,Spain,GDP (current US$),NY.GDP.MKTP.CD,1380240000000,Spain,46151087,22611680,23539407,-0.14,0.07,92.5,31765,1.37,9.3,82.5,2.9,8.6,-2.1,29906.987889581018,8.19965815756409,2.7417198240885644e-4,12.139954609309331,7.664181934452772,8.577977681546466,4.475772674856558,High
ESP,2015,5,524218774,146685059,0.2798164931803835,Spain,GDP (current US$),NY.GDP.MKTP.CD,1206160000000,Spain,46117462,22577101,23540361,-0.01,-0.01,92.4,-2278,1.3900000000000001,9.1,82.3,2.7,9.2,0,26154.084541772918,11.3670343350638,4.346179395768389e-4,12.081404921824104,7.66386539858527,8.719512570404174,4.417539523238833,High
ESP,2016,4,241809852,59433742,0.24578709886477249,Spain,GDP (current US$),NY.GDP.MKTP.CD,1243020000000,Spain,46159139,22581545,23577594,0.19,0,92.5,-28,1.4,8.9,82.7,2.7,8.9,1.9,26929.011825805504,5.238612704626054,1.9453416035140222e-4,12.094478116429062,7.664257699388656,8.383473991239692,4.430220417040406,Low
ESP,2017,2,66895956,5874,8.780799843865002e-5,Spain,GDP (current US$),NY.GDP.MKTP.CD,1321750000000,Spain,46268801,22618486,23650315,0.29000000000000004,-0.07,92.7,-31342,1.37,8.5,82.7,2.7,9.2,3.5,28566.765756475947,1.4458113146264586,5.0611655759409875e-5,12.12114931907715,7.665288245429643,7.825399864554529,4.4558610736475055,Low
ESP,2018,2,68103606,521365,0.007655468346272296,Spain,GDP (current US$),NY.GDP.MKTP.CD,1431640000000,Spain,46474373,22705721,23768652,0.6,-0.12000000000000001,93.1,-54944,1.33,8,82.8,2.7,9.2,7.2,30804.934151559184,1.465401286855446,4.757034310301472e-5,12.155833824068756,7.667213539283591,7.833170107866389,4.488620284785164,Low
ESP,2019,5,900027887,306681890,0.34074709731744124,Spain,GDP (current US$),NY.GDP.MKTP.CD,1403500000000,Spain,46812053,22864157,23947896,0.8500000000000001,-0.12000000000000001,93.8,-58086,1.3,7.7,83.2,2.7,8.9,9.7,29981.594697416924,19.226413483723945,6.412738774492341e-4,12.147212416970458,7.670357688062281,8.954255966086642,4.476854728908177,High
ESP,2020,5,44394933,5437971,0.12249080317341621,Spain,GDP (current US$),NY.GDP.MKTP.CD,1289780000000,Spain,47041387,22971842,24069545,0.13,-0.32999999999999996,94.3,-153724,1.24,7.2,82.1,2.5,10.5,4.6,27417.98408282477,0.9437420074369831,3.442054691497775e-5,12.110515638257253,7.672480118288449,7.647333404895798,4.438035519968805,Low
ESP,2021,3,43793972,2965316,0.0677105972484067,Spain,GDP (current US$),NY.GDP.MKTP.CD,1461240000000,Spain,47103121,22997092,24106029,0.13,-0.32,94.4,-149754,1.26,7.2,82.3,2.5,10.3,4.5,31022.148192685578,0.9297467146603725,2.9970416906189265e-5,12.164721552084572,7.67304968394784,7.641414336364823,4.491671868136732,Low
ESP,2022,4,72059409,67599,9.381009494540817e-4,Spain,GDP (current US$),NY.GDP.MKTP.CD,1446500000000,Spain,47163418,23021730,24141688,0.13,-0.31,94.5,-145513,1.27,7.1,82.6,2.5,10.2,4.4,30669.956956894006,1.5278665553883308,4.981639059799516e-5,12.160318437984001,7.673605271502544,7.857690695906292,4.486713166481457,Low
ESP,2023,8,265950465,21763446,0.08183270519944381,Spain,GDP (current US$),NY.GDP.MKTP.CD,1620090000000,Spain,47222613,23045858,24176755,0.12000000000000001,-0.3,94.6,-140877,1.29,7.1,82.8,2.4,10.1,4.2,34307.50433060534,5.631845594821278,1.6415783382404682e-4,12.209539141343665,7.674150014510688,8.424800753997669,4.535389126832977,High
ESP,2024,5,86958313,35426251,0.40739349439771216,Spain,GDP (current US$),NY.GDP.MKTP.CD,1722750000000,Spain,47280433,23069327,24211106,0.12000000000000001,-0.29000000000000004,94.8,-137180,1.3,7.1,83,2.4,10,4.1,36436.84904493155,1.839202974304402,5.0476455086344506e-5,12.236222258586727,7.674681445213503,7.939311105803426,4.561540813373223,Low
OTHER,2022,2,52376053,25994,4.962955112329675e-4,Estonia,GDP (current US$),NY.GDP.MKTP.CD,38376046175,Estonia,1316165,622442,693723,2.59,-0.43000000000000005,31.1,-5669,1.46,8.9,77.4,2.1,13.2,30.2,29157.473550048817,39.794442945983214,0.0013648110793164586,10.584060228011928,6.119310337680379,7.7191327673823205,4.464749890331548,High
FIN,2000,1,40031879,4184036,0.10451760208407904,Finland,GDP (current US$),NY.GDP.MKTP.CD,125968000000,Finland,5168595,2521981,2646614,0.19,0.14,17,7403,1.73,11,77.5,3.7,9.6,0.5,24371.807038469837,7.74521489882647,3.177940349930141e-4,11.100260234097945,6.713372503118331,7.6024059753206865,4.3868877309796135,High
FIN,2003,1,16680836,1535286,0.0920389121984054,Finland,GDP (current US$),NY.GDP.MKTP.CD,171613000000,Finland,5205082,2544701,2660381,0.26,0.15000000000000002,17.1,7634,1.77,10.9,78.4,3.3,9.4,1.1,32970.27789379687,3.2047210783614934,9.720030533817368e-5,11.23455018336361,6.716427575703808,7.222217812554037,4.5181226076598024,Low
FIN,2004,1,21148829,4480744,0.2118672386069224,Finland,GDP (current US$),NY.GDP.MKTP.CD,197458000000,Finland,5220193,2553270,2666923,0.32,0.2,17.2,10158,1.81,11.1,78.7,3.4,9.1,1.3,37825.80452485186,4.051350017135381,1.0710545533733756e-4,11.295474733846039,6.717686559953512,7.325286325710239,4.577788173892526,Low
FIN,2005,1,26146165,0,0,Finland,GDP (current US$),NY.GDP.MKTP.CD,204859000000,Finland,5238011,2562926,2675085,0.36,0.19,17.2,9817,1.81,11,78.9,3.4,9.2,1.7,39110.07441565128,4.9916208652482785,1.2763005286562954e-4,11.311455048418413,6.71916640612325,7.4174079975444975,4.592288642295163,Low
FIN,2007,1,21287566,0,0,Finland,GDP (current US$),NY.GDP.MKTP.CD,256360000000,Finland,5280151,2585686,2694465,0.44,0.18,17.4,9652,1.83,11.1,79.3,2.9,9.3,2.6,48551.641799637924,4.031620686605364,8.303778280542986e-5,11.40885026291203,6.7226463425203775,7.328126007459976,4.686203920391652,Low
FIN,2008,1,21822495,0,0,Finland,GDP (current US$),NY.GDP.MKTP.CD,285699000000,Finland,5304716,2599529,2705187,0.49,0.2,17.5,10436,1.85,11.2,79.6,2.8,9.3,2.9,53857.54864162379,4.113791388643614,7.638281898081547e-5,11.45590872027339,6.724662137919841,7.3389044026587005,4.73124658235355,Low
FIN,2012,1,23785681,0,0,Finland,GDP (current US$),NY.GDP.MKTP.CD,257443000000,Finland,5405387,2654642,2750745,0.47000000000000003,0.14,17.8,7786,1.81,11,80.4,2.3,9.6,3.2,47627.117170333964,4.400365968246122,9.239202852670299e-5,11.410681087646248,6.732826792821758,7.37631559007622,4.677854294824489,Low
FIN,2016,1,352333929,107509366,0.3051348653964007,Finland,GDP (current US$),NY.GDP.MKTP.CD,238778000000,Finland,5487043,2702093,2784950,0.29000000000000004,-0.02,18.1,-1110,1.57,9.6,81.3,1.8,9.8,3.1,43516.699249486475,64.21198612804747,0.0014755711539589074,11.37799431023479,6.739338363620455,8.546954466820104,4.6386559466143344,High
FIN,2019,1,147792047,41667116,0.2819307049722371,Finland,GDP (current US$),NY.GDP.MKTP.CD,267015000000,Finland,5514915,2721898,2793017,0.13,-0.15000000000000002,18.2,-8337,1.35,8.3,81.8,2.1,9.8,2.8,48416.884031757516,26.798608319439193,5.534971705709417e-4,11.426535659245648,6.741538823156002,8.16965106439071,4.684996836089645,High
FIN,2021,1,40618920,23216862,0.571577530864927,Finland,GDP (current US$),NY.GDP.MKTP.CD,294223000000,Finland,5534699,2734855,2799844,0.27,-0.15000000000000002,18.2,-8066,1.47,9,81.8,1.8,10.4,4.1,53159.711124308655,7.338957366967923,1.380548767431506e-4,11.468676619386251,6.743094007112915,7.608728371942349,4.725582612273336,High
FIN,2023,2,26618577,15442184,0.5801280812268815,Finland,GDP (current US$),NY.GDP.MKTP.CD,294951000000,Finland,5546864,2745282,2801582,0.04,-0.33999999999999997,18.3,-18869,1.28,7.8,81.5,1.9,11.2,3.8,53174.37023875112,4.79885156730001,9.02474546619608e-5,11.46974987293692,6.744047517821578,7.425184834851418,4.7257023551153425,Low
FIN,2024,2,137547044,68603430,0.4987633903640997,Finland,GDP (current US$),NY.GDP.MKTP.CD,299836000000,Finland,5548944,2747959,2800985,0.04,-0.32,18.3,-18005,1.28,7.8,81.8,1.9,11,3.6,54034.785717787025,24.78796758446292,4.587409250390213e-4,11.476883775485982,6.744210341931898,8.138451261477552,4.732673433554085,High
