Country_Code,Year,n_films,worldwide_usd_sum,domestic_usd_sum,domestic_share,Country_Name.x,Indicator.Name,Indicator.Code,gdp_usd,Country_Name.y,Population,Male.Population,Female.Population,Annual.Growth.Rate,Rate.of.Natural.Increase,Population.Density,Natural.Increase,Total.Fertility.Rate,Crude.Birth.Rate,Life.Expectancy.at.Birth..Both.Sexes,Infant.Mortality.Rate..Both.Sexes,Crude.Death.Rate,Net.Migration.Rate,gdp_per_capita,box_per_capita,box_gdp_ratio,log_gdp,log_pop,log_box_sum,log_gdp_pc,box_class
ARE,2009,1,28972508,20919166,0.7220350409429519,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,253547000000,United Arab Emirates,8032709,5982037,2050672,-3.65,0.8300000000000001,96.1,66897,1.5,9.5,77.3,7.5,1.2,-44.8,31564.320330787534,3.6068165795623868,1.1426878645773762e-4,11.404058476287348,6.9048620341134885,7.461986091455595,4.49919644217386,Low
ARE,2010,4,147123299,55384910,0.376452338796454,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,300189000000,United Arab Emirates,8020877,5942500,2078377,3.36,0.8700000000000001,95.9,70030,1.57,9.9,77.4,7.2,1.2,24.9,37425.95728621696,18.342545210455167,4.901022322603426e-4,11.477394774093703,6.9042218564933195,8.167681454684564,4.573172917600384,High
ARE,2011,2,353154979,245366209,0.6947833772435642,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,360833000000,United Arab Emirates,8302211,6130908,2171303,3.53,0.89,99.3,73987,1.59,10.1,77.6,7,1.2,26.4,43462.27769927794,42.537461285915285,9.787214002045267e-4,11.557306249109729,6.919193766740792,8.54796533358586,4.638112482368938,High
ARE,2012,2,269400086,98186043,0.3644618101569574,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,384610000000,United Arab Emirates,8606553,6342579,2263974,3.67,0.92,102.9,79190,1.6400000000000001,10.4,77.8,6.6,1.2,27.5,44688.04177468029,31.301740197265968,7.004500299004187e-4,11.585020571863874,6.934829247525369,8.430397730025867,4.650191324338506,High
ARE,2013,1,57824674,42930462,0.7424246265530179,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,400219000000,United Arab Emirates,8930981,6575221,2355760,3.73,0.93,106.8,82680,1.6600000000000001,10.5,77.9,6.4,1.2,28.1,44812.434378709346,6.4746161703848655,1.444825807870191e-4,11.60229770248931,6.950899165438055,7.762113193013773,4.651398537051255,High
ARE,2014,1,89078609,54240821,0.6089096092643297,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,414105000000,United Arab Emirates,9170474,6720588,2449886,1.59,0.92,109.7,84564,1.6600000000000001,10.5,78.1,6.1,1.2,6.7,45156.33543042595,9.713631923497084,2.151111650426824e-4,11.617110474306532,6.96239178389949,7.949773426723687,4.654718690407041,High
ARE,2017,3,524273643,62049989,0.11835420267350728,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,390517000000,United Arab Emirates,9543192,6815420,2727772,1.07,0.96,114.2,91728,1.6900000000000002,10.9,78.6,5.6,1.3,1.1,40921.004209073864,54.936927078486946,0.0013425117037158434,11.59163994434774,6.979693661509276,8.719558024817697,4.611946282838464,High
ARE,2023,1,9387311,4813132,0.5127274466564493,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,514130000000,United Arab Emirates,9973449,6821526,3151923,0.58,0.91,119.3,91175,1.62,10.8,79.8,5.1,1.6,-3.4,51549.8700599963,0.9412301601983426,1.8258633030556475e-5,11.711072946124041,6.9988453712144505,6.97254120620574,4.71222757490959,Low
ARE,2024,1,15469415,10001000,0.6465014998951156,United Arab Emirates,GDP (current US$),NY.GDP.MKTP.CD,537079000000,United Arab Emirates,10032213,6824131,3208082,0.6,0.9,120,90566,1.61,10.7,79.9,5,1.7,-3.1,53535.44626694031,1.541974338064792,2.8802866989772455e-5,11.730038171622532,7.001396744354128,7.189473890488267,4.728641427268404,Low
ARG,2001,1,8772695,624757,0.07121608582083384,Argentina,GDP (current US$),NY.GDP.MKTP.CD,268697000000,Argentina,37739191,18613561,19125630,1.03,1.1,13.8,413428,2.46,18.6,74.7,17.5,7.6,-0.7,7119.839956293711,0.23245583086293503,3.26490247379018e-5,11.429262817565588,7.576792586130936,6.9431330305189904,3.8524702314346517,Low
ARG,2002,1,12413888,1222889,0.09850974972546876,Argentina,GDP (current US$),NY.GDP.MKTP.CD,97724004252,Argentina,38131972,18803588,19328384,1.04,1.11,13.9,422134,2.46,18.7,74.9,17,7.6,-0.7,2562.783908789191,0.32555064290931507,1.2703007920130267e-4,10.990001253930942,7.581289265451294,7.093907822795681,3.4087119884796477,Low
ARG,2004,1,57663224,16781387,0.2910240849523086,Argentina,GDP (current US$),NY.GDP.MKTP.CD,164658000000,Argentina,38945354,19202027,19743327,1.12,1.1800000000000002,14.2,459177,2.54,19.3,75.4,14.4,7.6,-0.6,4227.924080494941,1.4806188178441002,3.501999538437246e-4,11.216582835998137,7.590455655782366,7.760898920505652,3.626127180215771,Low
ARG,2009,1,35079650,6391436,0.18219782694525175,Argentina,GDP (current US$),NY.GDP.MKTP.CD,332976000000,Argentina,40946747,20198592,20748155,0.98,1,15,411016,2.38,18.2,75.4,12.2,8.2,-0.2,8131.928038141833,0.856713965580709,1.0535188722310316e-4,11.522412931875119,7.612219405093598,7.545055251631661,3.910193526781521,Low
ARG,2014,1,31478893,3106530,0.0986861259701858,Argentina,GDP (current US$),NY.GDP.MKTP.CD,526320000000,Argentina,43079830,21283595,21796235,0.9500000000000001,0.9400000000000001,15.7,403123,2.25,16.9,76.9,10.7,7.6,0.1,12217.31840631683,0.7307107061471692,5.9809418224654205e-5,11.721249873389128,7.634273980832824,7.498019451373026,4.086975892556304,Low
ARG,2016,1,52444295,568876,0.010847242774452398,Argentina,GDP (current US$),NY.GDP.MKTP.CD,557532000000,Argentina,43817799,21674993,22142806,0.74,0.73,16,321264,2.07,15.4,76.3,11.2,8.1,0.1,12723.870498378981,1.1968719606386438,9.406508505341398e-5,11.74626979911856,7.641650558844002,7.719698251637749,4.104619240274557,Low
ARG,2020,1,7627100,0,0,Argentina,GDP (current US$),NY.GDP.MKTP.CD,385741000000,Argentina,44915858,22263466,22652392,0.4,0.39,16.4,175629,1.6800000000000002,12.3,76.3,11.2,8.4,0.1,8588.080405811239,0.16980862304801123,1.9772593527781593e-5,11.586295802017274,7.652399700156572,6.882359440523168,3.9338961018607024,Low
AUS,2000,2,46864130,30881051,0.6589485604448434,Australia,GDP (current US$),NY.GDP.MKTP.CD,416168000000,Australia,18835722,9335117,9500605,1.21,0.64,2.5,121345,1.76,13.3,79.4,5.2,6.8,5.7,22094.613628296276,2.4880453215438196,1.1260868207070222e-4,11.619268683377511,7.274982271983207,7.670840559061925,4.344286411394305,Low
AUS,2001,9,552863456,269636791,0.4877095566251353,Australia,GDP (current US$),NY.GDP.MKTP.CD,379629000000,Australia,19076793,9458791,9618002,1.33,0.62,2.5,117850,1.73,12.9,79.7,5.3,6.7,7.1,19900.042947470258,28.98094328538345,0.0014563256653206157,11.579359380938902,7.280505367251345,8.742617884237772,4.298854013687556,High
AUS,2002,7,331161187,171573012,0.5180951715818074,Australia,GDP (current US$),NY.GDP.MKTP.CD,395789000000,Australia,19317473,9584810,9732663,1.1800000000000002,0.61,2.5,117281,1.75,13,79.7,5.1,6.9,5.7,20488.65294130345,17.14309045494719,8.367114472610406e-4,11.59746371987117,7.285950313904813,8.5200394305902325,4.311513405966357,High
AUS,2003,1,47488536,32551396,0.685457980848262,Australia,GDP (current US$),NY.GDP.MKTP.CD,467739000000,Australia,19549075,9707465,9841610,1.2,0.61,2.5,118869,1.75,12.9,80.1,4.8,6.8,6,23926.40060974752,2.4291960617062442,1.0152785207134749e-4,11.670003582819884,7.291126212785608,7.676588781143992,4.378877370034275,Low
AUS,2004,1,92863945,11050094,0.11899229566437222,Australia,GDP (current US$),NY.GDP.MKTP.CD,614660000000,Australia,19777611,9827884,9949727,1.12,0.62,2.6,121738,1.76,12.9,80.4,4.7,6.7,5.1,31078.576679458405,4.695407600038245,1.5108180945563402e-4,11.788634951620105,7.296173830629312,7.967847129204579,4.492461120990794,Low
AUS,2005,1,30762648,16188180,0.5262284313105946,Australia,GDP (current US$),NY.GDP.MKTP.CD,695693000000,Australia,20014831,9953513,10061318,1.26,0.64,2.6,128974,1.8,13,80.8,5.1,6.5,6.2,34758.87455657258,1.5369926431055052,4.421871141437387e-5,11.842417633547864,7.3013519273875485,7.48802371611935,4.541065706160316,Low
AUS,2006,5,550865624,320517137,0.5818426909136737,Australia,GDP (current US$),NY.GDP.MKTP.CD,748418000000,Australia,20277945,10090295,10187650,1.35,0.69,2.6,138931,1.8800000000000001,13.5,81,4.7,6.6,6.6,36907.98056706436,27.16575195366197,7.360400524840397e-4,11.874144224053342,7.307023940780567,8.741045671678238,4.567120283272776,High
AUS,2007,2,174148709,84746073,0.486630498076216,Australia,GDP (current US$),NY.GDP.MKTP.CD,855007000000,Australia,20610385,10259339,10351046,1.9,0.72,2.7,147359,1.95,13.8,81.1,4.3,6.7,11.8,41484.280861323066,8.44956117995855,2.0368103302078228e-4,11.931969670340955,7.314086104433937,8.240920259292364,4.617883565907018,High
AUS,2008,4,472217922,191696362,0.4059489338907387,Australia,GDP (current US$),NY.GDP.MKTP.CD,1056110000000,Australia,21040262,10476203,10564059,2.23,0.73,2.7,152675,1.99,14.1,80.9,4.2,6.8,15,50194.7171570392,22.443538108033064,4.471294865118217e-4,12.023709154850291,7.323051143487681,8.674142465754146,4.700658011362609,High
AUS,2009,1,23914731,4817770,0.20145616523974283,Australia,GDP (current US$),NY.GDP.MKTP.CD,928762000000,Australia,21475384,10695428,10779956,1.87,0.72,2.8,154978,1.94,13.8,81.5,4.2,6.6,11.5,43247.74821255815,1.1135880503929523,2.5749041196775924e-5,11.967904438074275,7.331940938165214,7.378665500162084,4.635963499909059,Low
AUS,2010,3,303973618,129362643,0.4255719422334869,Australia,GDP (current US$),NY.GDP.MKTP.CD,1148840000000,Australia,21839563,10875514,10964049,1.5,0.71,2.8,154430,1.92,13.6,81.6,4.1,6.6,7.9,52603.61665661533,13.918484449528592,2.6459177779325233e-4,12.060259548309132,7.339243944079066,8.482835892640956,4.7210156042300655,High
AUS,2011,6,339759401,155291361,0.4570627348145107,Australia,GDP (current US$),NY.GDP.MKTP.CD,1398610000000,Australia,22183001,11042713,11140288,1.6300000000000001,0.7,2.9,154685,1.92,13.6,81.7,3.8,6.6,9.3,63048.728168023794,15.31620545840484,2.4292647771716205e-4,12.14569662910177,7.3460202987823635,8.531171482316788,4.799676330319406,High
AUS,2012,2,175616064,53885000,0.30683411740739164,Australia,GDP (current US$),NY.GDP.MKTP.CD,1547530000000,Australia,22563165,11230564,11332601,1.77,0.72,2.9,162484,1.94,13.7,82,3.4,6.5,10.5,68586.56575883747,7.783308059840009,1.134815247523473e-4,12.18963907688968,7.3534000193195155,8.244564239289156,4.836239057570165,High
AUS,2013,3,495684764,232580437,0.46921038105581153,Australia,GDP (current US$),NY.GDP.MKTP.CD,1577120000000,Australia,22946421,11416652,11529769,1.6,0.7,3,160387,1.8900000000000001,13.4,82.3,3.5,6.4,9,68730.54407918341,21.601833418815072,3.142974307598661e-4,12.197864739210386,7.360714957360809,8.695205570080422,4.837149781849578,High
AUS,2014,5,672749350,281032623,0.4177374872231389,Australia,GDP (current US$),NY.GDP.MKTP.CD,1468270000000,Australia,23292143,11579522,11712621,1.4,0.63,3,146117,1.81,12.9,82.2,3.3,6.6,7.7,63037.13660009729,28.883102340561795,4.581918516349173e-4,12.166805925285797,7.367209447755766,8.827853286827395,4.799596477530032,High
AUS,2015,4,1238191871,515608483,0.4164205040238065,Australia,GDP (current US$),NY.GDP.MKTP.CD,1351300000000,Australia,23618255,11732775,11885480,1.3900000000000001,0.62,3.1,146327,1.82,12.9,82.1,3.3,6.7,7.7,57214.21840859962,52.425205460776,9.162968038185451e-4,12.130751776765143,7.373247807254367,9.09278794844814,4.757503969510776,High
AUS,2016,3,439977322,174072563,0.39563985300133264,Australia,GDP (current US$),NY.GDP.MKTP.CD,1206840000000,Australia,23980152,11909596,12070556,1.6500000000000001,0.64,3.1,152607,1.83,13,82.4,3.2,6.6,10.2,50326.62011483497,18.34756185031688,3.6456972092406613e-4,12.081649696175957,7.379851931579846,8.643430291976912,4.701797764596112,High
AUS,2017,2,435831939,235031939,0.5392719485847502,Australia,GDP (current US$),NY.GDP.MKTP.CD,1325580000000,Australia,24370179,12106004,12264175,1.57,0.58,3.2,141847,1.74,12.4,82.6,3.1,6.6,9.9,54393.52743367211,17.883821821743698,3.287858439324673e-4,12.122405942940578,7.386858719107858,8.639319053407242,4.73554722383272,High
AUS,2018,2,395286021,140345240,0.3550473139549754,Australia,GDP (current US$),NY.GDP.MKTP.CD,1427810000000,Australia,24748006,12295906,12452100,1.5,0.58,3.2,142371,1.74,12.4,82.6,3.1,6.7,9.3,57693.94107953586,15.972439193686958,2.768477745638425e-4,12.154670419315817,7.393540212639969,8.596911456108947,4.761130206675848,High
AUS,2019,3,495196545,184895861,0.3733787379312188,Australia,GDP (current US$),NY.GDP.MKTP.CD,1392720000000,Australia,25113987,12479502,12634485,1.43,0.5700000000000001,3.3,142366,1.74,12.4,82.7,3.1,6.7,8.7,55455.94970643251,19.717958164109906,3.555607336722385e-4,12.143863812276136,7.399915665108239,8.694777605938011,4.743948147167898,High
AUS,2020,3,174622210,83680300,0.47920765634566187,Australia,GDP (current US$),NY.GDP.MKTP.CD,1328410000000,Australia,25467706,12656574,12811132,1.37,0.56,3.3,142056,1.74,12.4,82.7,3.1,6.8,8.1,52160.56758311879,6.85661323403058,1.314520441731092e-4,12.123332136219085,7.405989827711568,8.242099480303144,4.717342308507518,High
AUS,2021,2,169478003,40865954,0.2411283663756647,Australia,GDP (current US$),NY.GDP.MKTP.CD,1556740000000,Australia,25809973,12827599,12982374,1.31,0.56,3.4,143670,1.74,12.4,82.9,3.1,6.8,7.5,60315.44473138348,6.566376609537716,1.0886725015095648e-4,12.19221608463351,7.411787550225498,8.22911333796295,4.780428534408012,High
AUS,2022,5,508316856,237193868,0.4666260132833368,Australia,GDP (current US$),NY.GDP.MKTP.CD,1690860000000,Australia,26141369,12992933,13148436,1.25,0.55,3.4,144526,1.73,12.3,83.1,3,6.8,6.9,64681.38680877807,19.44492103684394,3.00626223341968e-4,12.228107650327185,7.417328327451773,8.706134511328536,4.810779322875413,High
AUS,2023,2,148657570,54016321,0.3633607155020763,Australia,GDP (current US$),NY.GDP.MKTP.CD,1728060000000,Australia,26461166,13152223,13308943,1.1900000000000002,0.55,3.4,144683,1.73,12.2,83.3,3,6.8,6.4,65305.51223630886,5.617952360829451,8.602569933914332e-5,12.23755881755059,7.422608977274342,8.172187029420675,4.81494984027625,High
AUS,2024,4,393660761,172382634,0.4378964100005893,Australia,GDP (current US$),NY.GDP.MKTP.CD,1752190000000,Australia,26768598,13305110,13463488,1.1300000000000001,0.54,3.5,144005,1.73,12.2,83.5,2.9,6.8,5.9,65456.92082939869,14.70606570430024,2.24667850518494e-4,12.243581197424277,7.4276256256953985,8.595122127692285,4.815955571728878,High
AUT,2001,1,6749315,1012069,0.14995136543486265,Austria,GDP (current US$),NY.GDP.MKTP.CD,196477000000,Austria,8141540,3960371,4181169,0.46,0.01,98.8,691,1.32,9.3,78.7,4.7,9.2,4.5,24132.65794923319,0.8289973395696637,3.435167984038844e-5,11.29331171828542,6.910706560938829,6.829259697747162,4.382605157346591,Low
AUT,2003,1,15461305,330033,0.02134574022050532,Austria,GDP (current US$),NY.GDP.MKTP.CD,260780000000,Austria,8215680,3999185,4216495,0.48000000000000004,0,99.7,-265,1.3800000000000001,9.4,78.9,4.4,9.4,4.9,31741.742618991975,1.881926389538054,5.928869161745533e-5,11.416274280991235,6.914643515187483,7.189246147433534,4.501630765803753,Low
AUT,2004,1,92181574,5509040,0.059762919648128375,Austria,GDP (current US$),NY.GDP.MKTP.CD,299210000000,Austria,8263235,4023023,4240212,0.6699999999999999,0.06,100.2,4676,1.43,9.6,79.4,4.5,9,6.2,36209.78950737816,11.155627789842598,3.080831990909395e-4,11.475976104139766,6.917150103930593,7.9646441194283195,4.558826000209173,High
AUT,2005,1,16197824,3647381,0.22517722133540902,Austria,GDP (current US$),NY.GDP.MKTP.CD,313952000000,Austria,8314652,4048186,4266466,0.5700000000000001,0.04,100.9,3001,1.42,9.4,79.6,4.1,9,5.3,37758.88636108884,1.948106066255088,5.15933136275609e-5,11.496863254032995,6.919844077050134,7.20945667576074,4.577019176982862,Low
AUT,2007,1,18814713,5488570,0.291716913247627,Austria,GDP (current US$),NY.GDP.MKTP.CD,386760000000,Austria,8379589,4082017,4297572,0.32,0.02,101.6,1625,1.37,9.1,80.3,3.6,8.9,3,46155.00831842707,2.245302603743453,4.8646998138380394e-5,11.587441551559959,6.923222717984766,7.274497597969891,4.664218833575194,Low
AUT,2009,1,19353588,2222862,0.11485529194896574,Austria,GDP (current US$),NY.GDP.MKTP.CD,399290000000,Austria,8428464,4109252,4319212,0.19,-0.01,102.2,-1037,1.3900000000000001,9.1,80.4,3.7,9.2,2,47373.993648190226,2.296217673825266,4.8470004257557165e-5,11.601288433662402,6.925748436178197,7.28676149153316,4.675539997484205,Low
AUT,2012,1,29652180,6739492,0.22728487416439533,Austria,GDP (current US$),NY.GDP.MKTP.CD,406750000000,Austria,8512510,4154734,4357776,0.51,-0.01,103.3,-484,1.44,9.3,81,3.6,9.3,5.2,47782.616408086455,3.4833650709367743,7.290025814382299e-5,11.609327561608897,6.930057635104955,7.472056627790237,4.679269926503941,Low
AUT,2015,1,133782481,28782481,0.21514387223839868,Austria,GDP (current US$),NY.GDP.MKTP.CD,379546000000,Austria,8721680,4260448,4461232,1.31,0.02,105.8,1308,1.48,9.7,81.3,3.5,9.5,13,43517.53331926876,15.339072403481898,3.524802817049844e-4,11.579264418796729,6.940600148287457,8.12639924569509,4.638664270509273,High
AUT,2017,1,87320000,5560921,0.06368439074667888,Austria,GDP (current US$),NY.GDP.MKTP.CD,414926000000,Austria,8875046,4332740,4542306,0.55,0.05,107.6,4363,1.49,9.9,81.7,3.3,9.4,5,46751.98303197527,9.838822243850904,2.1044716407262983e-4,11.617970649345109,6.948170612712415,7.941113727037101,4.669800036632693,High
AUT,2020,1,8899195,8287061,0.9312146772826081,Austria,GDP (current US$),NY.GDP.MKTP.CD,434398000000,Austria,8995617,4391314,4604303,0.38,-0.07,109.1,-5996,1.43,9.5,81.4,3.4,10.2,4.5,48289.96165577081,0.9892812244007276,2.0486270655021432e-5,11.637887817061998,6.9540309565093175,6.9493507231764,4.683856860552681,Low
AUT,2021,2,30888830,288414,0.009337161685955732,Austria,GDP (current US$),NY.GDP.MKTP.CD,480467000000,Austria,9035953,4409621,4626332,0.52,-0.07,109.6,-5884,1.43,9.5,81.5,3.4,10.2,5.8,53172.80866777417,3.418436328741418,6.428918115083867e-5,11.681663564304115,6.955973963295942,7.489801458506468,4.725689601008174,Low
AUT,2022,1,8117612,0,0,Austria,GDP (current US$),NY.GDP.MKTP.CD,471774000000,Austria,9079630,4429266,4650364,0.45,-0.09,110.1,-8228,1.41,9.4,81.6,3.4,10.3,5.4,51959.60628351596,0.8940465635714231,1.720656924713952e-5,11.673734002747814,6.958068151138669,6.90942828937028,4.715665851609145,Low
AUT,2023,1,11713932,5365263,0.4580240861907001,Austria,GDP (current US$),NY.GDP.MKTP.CD,511685000000,Austria,9116209,4445735,4670474,0.36,-0.14,110.6,-13057,1.33,8.8,81.8,3.3,10.2,5,56129.143155888596,1.28495649891309,2.289285791062861e-5,11.709002685854838,6.959814273343159,7.0687026985966295,4.7491884125116774,Low
BEL,2000,2,11844735,6388219,0.5393298372652491,Belgium,GDP (current US$),NY.GDP.MKTP.CD,236792000000,Belgium,10263618,5021635,5241983,0.33999999999999997,0.1,339,9980,1.6500000000000001,11.2,77.7,5.1,10.2,2.5,23071.006734662184,1.1540506476371197,5.002168569884118e-5,11.374367025692163,7.011300479728977,7.073525348779754,4.363066545963186,Low
BEL,2002,1,178799308,91047077,0.5092138108275005,Belgium,GDP (current US$),NY.GDP.MKTP.CD,258384000000,Belgium,10326359,5055410,5270949,0.44,0.07,341.1,7452,1.6500000000000001,11,78.1,4.4,10.2,3.7,25021.791320638764,17.314845242161347,6.919906340949903e-4,11.412265617191276,7.013947219394993,8.252365833630128,4.398318397796282,High
BEL,2003,1,14776760,7007149,0.47420063667542817,Belgium,GDP (current US$),NY.GDP.MKTP.CD,318083000000,Belgium,10368850,5077424,5291426,0.38,0.07,342.5,6966,1.6800000000000002,11,78.3,4.1,10.3,3.2,30676.786721767603,1.4251107885638234,4.645567351917581e-5,11.502540458785194,7.015730591842337,7.169579219689775,4.486809866942857,Low
BEL,2004,3,80891039,11817434,0.1460907678537792,Belgium,GDP (current US$),NY.GDP.MKTP.CD,369215000000,Belgium,10413347,5099468,5313879,0.47000000000000003,0.15000000000000002,343.9,16021,1.73,11.3,79,4,9.7,3.2,35455.9393824099,7.768015317265428,2.1908925422856602e-4,11.567279336679164,7.017590340461979,7.907900413721003,4.549688996217185,High
BEL,2005,1,17709155,1054361,0.059537623336630124,Belgium,GDP (current US$),NY.GDP.MKTP.CD,385715000000,Belgium,10469151,5127075,5342076,0.6,0.16,345.8,16344,1.77,11.4,79,3.7,9.9,4.4,36843.00665832406,1.691555981951163,4.5912539050853606e-5,11.586266528393026,7.019911463821601,7.248197839135171,4.566355064571425,Low
BEL,2006,4,202347024,8987383,0.04441569153001232,Belgium,GDP (current US$),NY.GDP.MKTP.CD,408260000000,Belgium,10535514,5160637,5374877,0.6699999999999999,0.2,348,20942,1.81,11.6,79.4,4,9.6,4.7,38750.83835492032,19.206184339938233,4.9563274383971e-4,11.610936831232662,7.022655728545758,8.306096821428932,4.588281102686904,High
BEL,2008,3,195400836,13816982,0.07071096666137089,Belgium,GDP (current US$),NY.GDP.MKTP.CD,517328000000,Belgium,10692800,5241717,5451083,0.81,0.21000000000000002,353.2,22616,1.86,11.9,79.6,3.8,9.8,6,48380.966631752206,18.274056935508007,3.7771169548139673e-4,11.713765984916728,7.029091443779618,8.290926417465712,4.6846745411371105,High
BEL,2009,4,202460545,32257860,0.15932911768068192,Belgium,GDP (current US$),NY.GDP.MKTP.CD,485015000000,Belgium,10777617,5284498,5493119,0.77,0.21000000000000002,356,22687,1.84,11.8,79.9,3.5,9.7,5.6,45002.06307201304,18.785279250505933,4.174315124274507e-4,11.68575517018266,7.03252274617947,8.30634040158379,4.65323242400319,High
BEL,2010,2,130959064,15541549,0.11867486316181979,Belgium,GDP (current US$),NY.GDP.MKTP.CD,481557000000,Belgium,10865721,5329167,5536554,0.8600000000000001,0.22,358.9,23798,1.85,11.9,80.1,3.6,9.7,6.4,44318.918183156,12.052496470321666,2.7194924796026225e-4,11.682647700225553,7.036058549426207,8.117135562394358,4.646589150799346,High
BEL,2011,1,133432856,44671682,0.33478772274798646,Belgium,GDP (current US$),NY.GDP.MKTP.CD,527197000000,Belgium,10962547,5379146,5583401,0.92,0.21000000000000002,362.1,23363,1.82,11.6,80.4,3.5,9.5,7,48090.74022670097,12.171702068871404,2.5309866330802336e-4,11.721972930252203,7.039911468339606,8.125262781773625,4.682061461912598,High
BEL,2012,4,156519596,2070138,0.013226062760857114,Belgium,GDP (current US$),NY.GDP.MKTP.CD,498414000000,Belgium,11058153,5429427,5628726,0.8200000000000001,0.16,365.2,17959,1.79,11.5,80.3,3.8,9.9,6.6,45072.08391853504,14.154225936284297,3.1403531200969477e-4,11.697590232762977,7.043682594518982,8.194568718252428,4.653907638243996,High
BEL,2013,1,64197205,4091,6.372551577595941e-5,Belgium,GDP (current US$),NY.GDP.MKTP.CD,524097000000,Belgium,11134255,5470170,5664085,0.55,0.14,367.7,15485,1.75,11.2,80.5,3.4,9.8,4.1,47070.68411851534,5.765738704565326,1.2249107512540618e-4,11.719411673751106,7.046661163425448,7.807516120288468,4.672750510325658,High
BEL,2014,4,160004378,17237855,0.10773364588811439,Belgium,GDP (current US$),NY.GDP.MKTP.CD,537987000000,Belgium,11200337,5505609,5694728,0.63,0.18,369.9,19619,1.73,11.1,81.1,3.4,9.4,4.6,48033.1082895095,14.285675332804718,2.974130936249389e-4,11.730771781435019,7.049231090084338,8.204131865876109,4.68154069135068,High
BEL,2015,4,208348683,27143688,0.1302801035704171,Belgium,GDP (current US$),NY.GDP.MKTP.CD,461045000000,Belgium,11270368,5543399,5726969,0.62,0.1,372.2,11129,1.6900000000000002,10.8,81,3.2,9.8,5.2,40907.71481463604,18.4864134871195,4.5190530859243676e-4,11.663743316491386,7.051938096858891,8.318790759568241,4.611805219632495,High
BEL,2016,1,40075446,8005586,0.19976286726790266,Belgium,GDP (current US$),NY.GDP.MKTP.CD,474272000000,Belgium,11339362,5580533,5758829,0.6,0.12000000000000001,374.5,13045,1.6700000000000002,10.7,81.4,3.2,9.5,4.9,41825.280822677676,3.534188784166164,8.449886562984954e-5,11.676027485595487,7.0545886200177215,7.602878364320284,4.6214388655777645,Low
BEL,2017,4,325541993,49526652,0.15213598572519643,Belgium,GDP (current US$),NY.GDP.MKTP.CD,500909000000,Belgium,11407279,5616785,5790494,0.59,0.08,376.8,9329,1.6400000000000001,10.4,81.5,3.5,9.6,5.1,43911.34818390959,28.538093352498873,6.499024633216812e-4,11.699758834874228,7.057182063680927,8.51260701794837,4.6425767711933,High
BEL,2018,1,39193850,0,0,Belgium,GDP (current US$),NY.GDP.MKTP.CD,542639000000,Belgium,11475428,5653310,5822118,0.6,0.06,379,7079,1.61,10.3,81.6,3.7,9.6,5.4,47287.03800851698,3.415458665245427,7.222822170909204e-5,11.734511003719943,7.0597688924290685,7.593217926188768,4.6747421112908745,Low
BEL,2019,4,102344268,1831718,0.017897612008910945,Belgium,GDP (current US$),NY.GDP.MKTP.CD,536726000000,Belgium,11547430,5691700,5855730,0.65,0.07,381.4,8227,1.59,10.1,82,3.6,9.4,5.8,46480.125880823696,8.86294768619511,1.9068252329866635e-4,11.72975263382445,7.062485338252996,8.010063524129151,4.667267295571454,High
BEL,2020,6,49197474,840099,0.017076059636720372,Belgium,GDP (current US$),NY.GDP.MKTP.CD,529694000000,Belgium,11602527,5721668,5880859,0.3,-0.11,383.2,-13165,1.55,9.8,80.9,3.2,10.9,4.2,45653.33052015307,4.240237837843428,9.2879047147976e-5,11.724025053581908,7.064552587729927,7.691942804880698,4.659472465851981,Low
BEL,2021,5,60990339,1239020,0.020315020711722885,Belgium,GDP (current US$),NY.GDP.MKTP.CD,598522000000,Belgium,11657421,5750791,5906630,0.64,0.05,385,6058,1.61,10.2,81.8,2.9,9.6,5.9,51342.573970692145,5.231889540576771,1.0190158256505192e-4,11.777080118490135,7.066602481010054,7.785261047284906,4.710477637480082,Low
BEL,2022,7,116400698,15040016,0.1292089846402811,Belgium,GDP (current US$),NY.GDP.MKTP.CD,593615000000,Belgium,11751600,5799550,5952050,0.97,-0.02,388.1,-2811,1.53,9.7,81.9,1.8,9.9,9.9,50513.547091459885,9.905093604275162,1.960878650303648e-4,11.773504866554868,7.07009700055371,8.065955584580532,4.703407866001159,High
BEL,2023,6,127599054,2666277,0.020895742691007725,Belgium,GDP (current US$),NY.GDP.MKTP.CD,644655000000,Belgium,11841113,5845932,5995181,0.55,-0.01,391.1,-1057,1.48,9.3,82.3,3,9.4,5.6,54442.09509697273,10.775934154162703,1.979338622984387e-4,11.809327355438691,7.07339252561668,8.105847454603774,4.7359348298220105,High
